Detector,ParticleType,x[cm],px[MeV/c],y[cm],py[MeV/c],z[cm],pz[MeV/c],TotalEnergy[MeV]
2,pi-,-8.34419,0.00764184,-1.63678,-0.0900219,1097.45,1.02405,897.889
3,pi-,33.0707,0.150752,-4.24966,0.0145375,1769.95,0.979361,861.212
1,pi+,-1.0824,-0.102661,7.03229,0.161099,450.95,0.658625,560.258
1,mu-,-0.966597,-0.0272265,-0.224766,0.0280931,450.95,0.242934,162.131
2,mu-,-8.07401,-0.0406773,4.34957,0.00323629,1097.45,0.241388,160.982
3,mu-,-11.0349,-0.0367701,5.64799,0.0156981,1769.95,0.240039,159.636
1,pi+,3.18848,0.218455,4.30385,-0.0114959,450.95,1.92483,1802.67
1,pi+,7.08802,0.151005,3.35421,0.050599,450.95,0.747092,636.953
2,pi+,21.8034,-0.0419583,-13.5453,-0.150363,1097.45,0.735632,625.284
3,mu+,2.79799,0.134191,33.6084,-0.0434494,1769.95,0.434606,363.32
1,mu-,-16.2989,-0.0552837,4.09719,0.0049233,450.95,0.124672,66.9313
1,pi-,2.59107,0.236267,-9.42834,-0.093203,450.95,0.75627,670.327
1,pi-,11.6884,0.105381,-0.934539,0.0376801,450.95,0.598191,484.799
2,pi-,-0.1349,-0.0145946,-2.33864,-0.11044,1097.45,0.597168,483.727
3,pi-,12.4201,-0.114593,17.037,-0.0389243,1769.95,0.527495,419.337
1,mu+,8.95427,0.00896767,-2.37093,-0.078115,450.95,0.266899,191.967
2,mu+,13.5802,0.0773821,4.3511,0.00622012,1097.45,0.264964,189.97
3,mu+,21.7083,0.0704428,1.28116,0.0155021,1769.95,0.202059,133.495
3,mu+,-57.9787,-0.0299283,10.573,0.163036,1769.95,0.557956,485.897
1,pi-,14.8496,0.08794,3.7267,0.0781812,450.95,0.545159,435.342
2,pi-,21.3935,0.114148,-2.97655,-0.00893645,1097.45,0.514394,405.582
1,pi+,3.80797,0.0371462,4.71015,-0.0351912,450.95,0.187314,99.5629
2,pi+,0.464249,-0.0509898,-8.31393,-0.0110203,1097.45,0.185227,98.1489
3,mu+,3.93502,0.0621742,14.9968,-0.00370247,1769.95,0.184219,115.655
1,pi-,8.79728,-0.0312498,2.93815,0.154392,450.95,0.515087,416.854
3,mu-,-44.4674,0.085689,-47.1803,-0.155573,1769.95,0.264706,230.166
1,pi+,6.91601,0.220092,15.4215,0.102819,450.95,0.481598,417.591
2,mu+,15.3351,-0.104216,3.93379,-0.00461315,1097.45,0.231828,169.641
3,mu+,-11.2428,-0.00998996,37.1099,0.0789571,1769.95,0.154607,97.814
1,pi-,1.43662,0.0702223,-6.67335,0.00469077,450.95,0.335197,230.281
2,pi-,11.8465,0.0725105,-9.23413,-0.00499989,1097.45,0.333219,228.936
3,mu-,-3.81905,-0.0529963,14.9233,-0.0616803,1769.95,0.220237,151.793
1,pi+,-3.73546,-0.128515,-14.5912,-0.186548,450.95,0.555663,476.512
1,pi-,9.5447,0.354659,-2.83507,0.0695506,450.95,1.32332,1239.3
1,pi+,5.8859,-0.178685,-14.2559,-0.128346,450.95,1.63369,1514.76
2,mu+,1.81457,-0.0354006,-5.68626,0.120442,1097.45,0.240203,185.238
3,mu+,21.9732,0.0611889,35.605,0.0616215,1769.95,0.150648,97.8112
1,pi-,-2.66496,-0.0749202,-3.46451,-0.0230327,450.95,0.20814,123.005
2,mu-,10.4937,0.090823,-11.7339,0.0271069,1097.45,0.174896,119.588
3,mu-,36.6055,0.0374807,5.6386,0.0353773,1769.95,0.0985039,47.7139
1,pi-,-11.4231,-0.0720171,-13.5237,-0.295541,450.95,0.656576,597.385
2,pi-,4.7693,-0.170391,8.74809,0.178377,1097.45,0.549251,478.498
1,pi-,-19.1031,-0.0532342,-5.21247,-0.15175,450.95,0.36138,279.879
1,pi+,2.90283,-0.0781271,-10.7041,-0.114024,450.95,0.352236,263.735
1,pi-,3.81394,0.0365832,4.28956,0.0789435,450.95,0.518774,404.651
2,mu-,16.5981,0.0237642,11.2592,0.086983,1097.45,0.471176,385.566
3,mu-,12.2294,0.00658178,23.1495,0.0716887,1769.95,0.430513,343.438
1,pi+,14.9358,0.123119,-12.7134,0.029883,450.95,0.344271,252.927
1,pi-,-3.04823,0.0474254,-4.0749,-0.163748,450.95,0.432125,345.48
2,pi-,26.173,0.0435209,-4.74617,0.0787974,1097.5,0.061871,37.6611
2,pi+,-3.47636,-0.0556226,-4.62653,0.0796995,1097.45,0.294317,200.353
3,mu+,24.8065,-0.0424505,5.14739,-0.0470461,1769.95,0.234245,159.011
1,pi-,-1.02282,-0.112272,12.5073,0.0941316,450.95,0.556366,452.45
1,pi+,16.2234,0.143711,-6.30603,-0.182592,450.95,0.257896,234.572
1,pi+,12.4663,-0.0519312,3.95105,0.0950663,451.05,-0.0606006,47.2093
1,pi+,6.30254,-0.0377785,-0.179548,-0.144452,450.95,1.4699,1344.47
2,pi+,-2.60218,0.144727,23.381,0.0218328,1097.45,1.46123,1335.58
1,pi-,-13.4344,-0.37386,3.42902,-0.251791,450.95,1.33476,1276.14
1,pi-,6.70182,0.0799612,-1.92386,0.0384365,450.95,0.884112,759.876
2,pi-,13.721,0.0269084,1.10953,0.0868022,1097.45,0.882435,758.444
3,mu-,-27.304,-0.013611,11.2385,-0.096254,1769.95,0.76232,670.064
1,pi+,-7.52704,-0.0715024,-3.6226,0.00611344,450.95,0.358051,251.365
2,mu+,-24.8319,-0.0756452,-1.33597,0.0302877,1097.45,0.26017,186.728
3,mu+,-20.9453,0.0296702,26.6083,-0.000997768,1769.95,0.11189,51.0717
1,pi-,9.32212,-0.0523295,11.1323,0.129355,450.95,0.345062,257.945
1,pi+,13.9146,0.206739,1.86135,0.039667,450.95,0.795694,695.249
1,pi-,-5.24158,-0.0733897,7.01323,0.020467,450.95,0.248256,155.245
2,pi-,-18.0527,-0.076773,13.9147,0.00427268,1097.45,0.246385,153.854
1,pi+,-13.804,-0.104363,-13.4248,-0.0176146,450.95,0.330521,234.497
2,mu+,1.28402,0.108076,5.80065,0.015562,1097.45,0.133221,96.4163
1,mu+,-6.94289,-0.114028,-8.36323,-0.0218734,450.95,0.220464,164.986
1,pi+,-6.97679,0.0515258,7.87919,0.171065,450.95,0.663846,561.921
1,pi-,-3.01245,-0.312548,20.5171,0.163085,450.95,0.541403,521.398
1,pi+,-9.13642,-0.0806097,3.4446,0.124052,450.95,0.262063,192.158
1,mu+,9.54024,0.0182982,-17.2883,-0.0244991,450.95,0.0454575,13.358
1,pi-,-1.9178,0.0101827,-2.619,-0.0141106,450.95,0.1848,92.6663
2,mu-,-10.2511,-0.0323884,-8.21874,-0.0239741,1097.45,0.164075,93.6102
3,mu-,-15.8958,-0.031855,-13.6246,-0.0123533,1769.95,0.155084,85.0823
1,pi+,-18.2529,-0.0612159,8.82306,0.218436,450.95,0.313274,271.625
1,pi+,6.00499,0.0543103,-7.81643,-0.104597,450.95,1.19803,1072.31
2,pi+,1.49882,0.115623,4.23779,-0.00877155,1097.45,1.19697,1071.08
1,pi+,-6.49603,-0.0382551,-2.3935,0.00429483,450.95,0.353577,242.501
2,pi+,-6.71748,-0.0225817,-4.87372,-0.0359544,1097.45,0.351804,241.282
3,pi+,-24.3225,-0.0175416,-4.04051,0.0367338,1769.95,0.350838,240.198
1,pi+,-6.06878,-0.111967,0.968695,0.0554708,450.95,0.947649,826.414
2,pi+,-13.3081,-0.0877516,-1.52405,0.0898467,1097.45,0.945701,824.588
1,pi-,-4.15342,-0.0269802,-1.76511,-0.0618065,450.95,0.56881,449.983
2,pi-,-4.43639,-0.0630903,4.45675,0.0239243,1097.45,0.567702,448.918
3,pi-,3.47468,-0.00554505,-6.13528,0.0662571,1769.95,0.556657,438.156
1,pi-,1.0505,-0.181171,6.26333,0.204969,450.95,0.55679,496.3
2,pi-,17.2779,0.0446442,17.7193,0.23998,1097.45,0.507699,440.793
1,mu+,2.96557,-0.0171358,-4.21916,-0.0329875,450.95,0.0679514,25.3485
1,mu+,5.65854,0.0138579,-8.2654,-0.00457506,450.95,0.0612728,17.3495
2,mu+,-1.87392,-0.0187873,-17.4779,-0.00543113,1097.45,0.0506367,13.1277
3,mu+,-0.802696,0.0116324,-13.6812,0.00263681,1769.95,0.0345467,6.14085
1,pi+,3.65971,0.242075,20.0511,0.0981987,450.95,0.684187,605.973
1,pi-,-0.687976,0.0317696,-13.7528,-0.165474,450.95,0.596002,495.323
2,pi-,-4.65496,-0.156094,0.323703,-0.0135805,1097.45,0.548578,447.77
3,mu-,-26.6803,0.0144338,-54.7417,-0.0815707,1769.95,0.244653,173.413
1,pi-,7.75461,-0.00580534,9.92965,0.0743939,450.95,0.269712,173.148
2,pi-,10.5072,0.0722825,2.18398,-0.0139647,1097.45,0.268478,171.846
2,pi-,9.67194,-0.127864,2.54722,0.0523153,1097.55,-0.0371869,60.3011
1,mu+,-3.11745,0.0600651,12.0978,0.0670098,450.95,0.347254,268.303
2,mu+,-4.6965,-0.00377372,20.0398,0.0894818,1097.45,0.344246,265.408
3,mu+,33.3357,0.0171356,24.6729,-0.0677978,1769.95,0.244081,169.35
1,mu-,8.02545,0.101935,-11.2684,-0.0775617,450.95,0.371216,301.001
2,mu-,10.764,0.0385484,-24.6839,-0.120702,1097.5,0.314714,249.677
3,mu-,30.2532,0.0652364,-42.9978,-0.036513,1769.95,0.170518,108.419
1,pi-,-14.87,-0.0858075,-8.04122,-0.162978,450.95,0.214937,176.029
1,mu+,10.8229,0.0890994,-4.30088,-0.0321183,450.95,0.257581,188.42
1,mu-,-11.8593,-0.126994,4.01187,0.00516764,450.95,0.203252,156.314
1,mu-,0.0914904,-0.00335283,2.88907,0.0629707,450.95,0.471296,381.435
2,mu-,-0.930414,-0.0448199,13.7546,0.041109,1097.45,0.470099,379.991
3,mu-,-4.06814,-0.0463603,17.1094,0.0409471,1769.95,0.468812,378.876
1,pi+,2.27098,-0.148143,-10.0952,-0.0615526,450.95,0.701484,593.433
2,pi+,-7.84303,0.0983011,10.9328,0.122548,1097.45,0.701052,592.3
3,pi+,-27.8486,0.0780134,54.3738,0.100243,1769.95,0.605247,494.416
1,pi+,-5.73465,0.0463853,6.88029,0.234765,450.95,1.28968,1179.53
3,pi+,6.01286,0.178045,57.9151,0.00127505,1769.95,0.984041,870.142
1,pi-,19.4925,0.029241,-1.2024,0.251723,450.95,0.837401,746.398
2,pi-,8.84153,-0.205408,22.8244,0.0680329,1097.45,0.768746,671.152
1,pi+,-12.6427,-0.125052,-3.98484,0.218432,450.95,0.672215,591.664
2,mu+,21.658,0.0517194,-5.9356,-0.229377,1097.45,0.597676,545.24
1,mu+,-12.7565,-0.0453779,9.38672,0.0513911,450.95,0.139799,82.5106
1,pi-,-1.12736,-0.023285,0.812158,-0.249828,450.95,0.798512,708.992
2,mu-,19.6819,0.234868,-20.0714,0.00998109,1097.5,0.725823,664.566
1,pi-,-10.2126,0.14865,-4.92256,-0.252997,450.95,0.818009,740.613
2,pi-,19.5014,0.245638,-17.3671,0.119614,1097.5,0.752744,673.294
1,pi-,-5.6677,-0.0646213,-1.05785,-0.108902,450.95,0.537382,429.898
2,pi-,-14.8017,-0.125427,6.38481,-0.0181142,1097.45,0.535938,428.558
3,mu-,-24.0493,-0.120461,3.68831,-0.0325537,1769.95,0.431718,355.985
1,mu+,-8.44756,-0.159092,-9.52878,-0.00367956,450.95,0.481756,412.585
3,mu+,-26.116,-0.0676088,-1.36724,-0.0385056,1769.95,0.221118,151.461
1,mu+,-12.0856,0.0156873,12.0708,0.0643302,450.95,0.201081,130.946
1,mu-,7.20022,0.256284,-4.78873,0.00342913,450.95,0.75669,700.218
3,mu-,20.4851,0.0307818,4.75924,0.185276,1769.95,0.491847,431.325
1,pi-,16.4706,-0.0159684,11.8765,0.292892,450.95,2.77467,2654.05
3,pi-,6.67745,0.0944217,-41.1275,0.111841,1769.95,0.718687,607.032
1,pi-,17.2351,0.00706783,9.60829,0.145603,450.95,0.531511,428.967
1,pi+,-10.6905,-0.152211,-6.80928,0.0412643,450.95,0.315211,239.519
1,pi+,-15.8294,-0.112101,9.15008,0.0692987,450.95,0.239329,167.23
1,pi-,0.880714,-0.0962794,9.61078,0.0516685,450.95,0.800071,679.901
2,mu-,1.13424,0.0239943,-2.62718,-0.0550802,1097.45,0.593843,500.495
3,mu-,4.47945,-0.0494116,11.0423,-0.0352085,1769.95,0.592416,499.157
1,pi-,-7.24723,0.0700991,-5.69046,-0.218894,450.95,1.06516,959.012
1,pi-,-3.6741,-0.184144,5.66651,-0.194006,450.95,0.556982,493.878
2,pi-,-12.043,-0.229761,22.4345,0.0601299,1097.45,0.513322,442.998
1,pi+,-2.07594,0.0418293,5.6887,-0.0107925,450.95,0.704252,579.677
2,pi+,-3.82688,-0.0418263,-0.538157,-0.00780802,1097.45,0.703041,578.452
3,pi+,-0.25812,0.0256003,12.8774,-0.0297837,1769.95,0.702065,577.31
1,pi+,-0.987931,0.056594,6.85447,-0.00538726,450.95,0.719386,595.432
2,pi+,0.00213041,-0.0453117,-1.42747,-0.0317934,1097.45,0.718136,594.094
3,pi+,-1.90696,0.0534056,18.6943,-0.0206404,1769.95,0.715834,591.987
1,pi+,-9.83252,-0.0557408,5.59097,0.0453955,450.95,0.27542,177.453
2,pi+,0.239402,0.00583865,2.27768,-0.0729624,1097.45,0.273097,175.738
3,pi+,-4.6904,0.0627073,8.4539,-0.0251059,1769.95,0.24748,152.472
1,pi+,9.9095,0.278211,6.56047,0.0859208,450.95,1.24978,1151.25
2,pi+,-20.8206,0.012357,-5.909,0.273314,1097.45,1.17699,1076.84
1,pi+,-13.8364,-0.086256,-2.71832,0.194922,450.95,1.63604,1516.19
2,mu+,3.8684,-0.12572,-6.39697,-0.0277749,1097.45,1.0389,946.508
3,mu+,-11.974,0.113977,43.8788,0.0487774,1769.95,0.976427,884.262
1,pi-,3.46702,0.0195993,-4.79481,-0.13354,450.95,0.276554,198.333
2,pi-,-7.89071,-0.11853,-0.134448,-0.0494278,1097.45,0.252807,176.474
1,mu+,-3.26519,-0.0111075,-6.75938,-0.127448,450.95,0.677916,592.267
2,mu+,-20.7926,-0.00675203,-1.2909,0.124386,1097.45,0.673176,587.052
3,mu+,17.3276,-0.107933,-22.9703,-0.0465524,1769.95,0.617522,531.769
1,pi-,10.9343,-0.0140832,11.4353,0.121219,450.95,0.462683,358.875
3,mu-,4.29278,-0.0233863,24.0318,0.0726027,1769.95,0.249345,175.686
1,pi+,-1.14737,-0.0591812,5.06308,0.126367,450.95,0.674281,563
2,mu+,11.6751,0.0719751,19.5953,-0.0338112,1097.45,0.385883,302.254
3,mu+,22.5957,-0.0179053,-4.67587,-0.0755334,1769.95,0.383815,299.932
1,pi-,-5.46569,-0.166455,9.21253,-0.0589662,450.95,1.46213,1339.78
2,pi-,23.5793,0.0123048,0.66974,0.175843,1097.45,1.46107,1338.7
1,mu+,5.64396,0.0164796,1.70605,-0.00963158,450.95,0.0663106,20.5364
2,mu+,4.88819,-0.00405244,11.847,0.0196705,1097.45,0.0589912,17.0077
3,mu+,13.4279,0.00665951,13.1171,-0.0120137,1769.95,0.0506033,12.2945
1,pi-,2.49192,-0.0635269,1.34607,0.0710639,450.95,0.906004,782.063
2,pi-,-0.601135,-0.0965082,7.80438,0.0189189,1097.45,0.903734,780.15
3,pi-,-6.60198,0.088709,-35.2468,-0.00826005,1769.95,0.830134,706.916
1,mu+,-15.6024,-0.0983086,4.68057,0.0434507,450.95,0.16428,117.286
1,pi+,1.96907,0.00816314,-0.916104,-0.168244,450.95,2.06881,1940.77
1,mu+,12.9738,0.0724255,-4.73067,-0.0225038,450.95,0.153883,95.8254
1,pi+,-9.27614,0.0145796,3.378,0.160787,450.95,0.989763,872.939
2,pi+,-17.6617,0.0229329,6.15221,0.158022,1097.45,0.988903,871.818
1,pi+,-8.8587,-0.0724961,7.81912,0.254578,450.95,1.9553,1838.49
1,pi-,-4.52612,-0.149235,12.904,0.0678327,450.95,0.876236,762.728
2,mu-,-12.6347,-0.0386099,1.69328,-0.115849,1097.45,0.662884,576.61
3,mu-,20.0896,-0.106373,13.9751,0.0571802,1769.95,0.611009,526.07
3,pi-,-20.6808,0.0276557,-26.2826,-0.0645564,1769.95,0.618592,498.448
2,mu-,11.208,0.14112,-5.99067,0.138734,1097.45,0.339215,301.026
3,mu-,-32.0291,-0.0959024,51.1014,-0.0765444,1769.95,0.253911,195.49
1,pi-,7.69284,0.523541,-11.5238,0.0194899,450.95,1.8463,1784.69
1,mu+,-0.319386,-0.000965817,3.98176,0.0207115,450.95,0.110847,48.8749
2,mu+,7.22389,0.0200952,11.1528,0.00338045,1097.45,0.10624,45.556
3,mu+,10.889,-0.0158411,2.18564,-0.0129645,1769.95,0.103187,43.4396
1,pi-,4.51983,0.0793248,-12.5349,-0.0695193,450.95,0.271825,183.685
2,pi-,3.93615,0.0151594,-25.3685,-0.0934717,1097.45,0.243182,156.376
1,pi-,-19.0275,-0.0495447,0.954233,0.0134476,450.95,0.101747,40.6179
1,mu-,6.14919,-0.0218212,10.7988,0.0579206,450.95,0.301721,219.964
2,mu-,-8.51645,-0.0433269,11.6234,-0.0407826,1097.45,0.30095,218.803
3,mu-,11.9059,0.0259803,-1.43054,0.0554997,1769.95,0.299181,217.495
1,pi+,1.76344,-0.0192365,18.939,0.251966,450.95,0.629616,553.072
1,pi-,-10.8826,0.113145,5.29114,0.0546291,450.95,0.0389664,52.2209
1,mu+,-12.2768,-0.225922,-5.81363,0.12355,450.95,0.771539,714.549
3,mu+,-11.7844,0.0527013,16.551,0.157174,1769.95,0.486367,418.935
1,mu+,-7.94544,-0.0201663,-12.0764,-0.0526531,450.95,0.0995109,50.0498
1,pi+,20.8934,0.0590873,-0.0419549,-0.57092,450.95,1.36584,1348.53
1,pi+,-5.83932,-0.172649,-2.63887,0.0974875,450.95,0.577868,487.106
2,pi+,6.59221,-0.0821081,-14.587,-0.17418,1097.45,0.554976,464.217
1,mu-,-0.752784,0.110051,-4.90741,-0.00419332,450.95,0.750316,660.022
2,mu-,7.13828,-0.0501157,8.46788,0.0988671,1097.45,0.749045,658.88
3,mu-,-18.5919,0.0937047,-20.5523,-0.0115989,1769.95,0.681343,590.263
1,pi+,-10.9159,0.0215952,14.4885,0.341852,450.95,1.00121,927.781
2,pi+,-3.33395,-0.117629,0.203884,-0.0720108,1097.45,0.366501,276.152
1,pi-,8.74394,0.155619,-9.0806,-0.0552056,450.95,0.976811,860.882
2,pi-,10.5031,0.154203,-16.5281,-0.024802,1097.45,0.95876,841.803
3,mu-,21.2742,-0.0710137,22.4467,-0.0453659,1769.95,0.616768,525.743
1,pi+,-4.55565,-0.0200007,11.5298,0.0546632,450.95,0.257699,159.222
1,pi+,-6.75194,-0.0465548,3.55474,-0.117483,450.95,0.26636,186.616
1,pi-,-7.88583,0.0472956,-4.12876,-0.121005,450.95,0.454602,353.402
2,pi-,8.81358,0.130456,-23.0624,0.004152,1097.45,0.453103,352.18
3,mu-,26.2861,-0.017422,10.9181,0.0817611,1769.95,0.24665,175.39
1,pi-,-1.11197,-0.21224,14.7994,0.172675,450.95,0.675526,602.507
1,mu+,-17.3663,-0.0621646,8.0825,-0.00883362,450.95,0.238715,162.839
1,pi+,3.57031,0.0993512,4.6511,0.0642305,450.95,1.22886,1102.84
2,pi+,-8.36463,-0.0194229,-3.31341,0.11574,1097.45,1.22705,1100.96
3,pi+,33.5233,0.0202767,19.0491,-0.157457,1769.95,1.16642,1045.85
2,mu-,12.2134,-0.0281068,11.568,-0.0338122,1097.45,0.151016,83.8217
3,mu-,8.44968,0.00479915,-4.50297,-0.0439665,1769.95,0.149066,82.332
1,mu-,18.4394,0.0570273,-6.3113,-0.026192,450.95,0.0862963,44.5044
1,mu-,-8.10155,-0.0706437,15.8132,0.117811,450.95,0.457542,383.604
3,mu-,-35.0506,0.0143679,0.345447,-0.0355132,1769.95,0.147876,80.079
1,pi+,-7.06507,-0.241695,-12.7921,-0.0745819,450.95,0.861459,769.039
1,pi+,6.03015,0.444839,19.6813,-0.0934667,450.95,2.22619,2136.83
1,pi-,18.8003,0.0961275,-4.14977,0.140678,450.95,0.526023,430.702
3,mu-,-45.0721,0.0352839,-44.2745,-0.0617742,1769.95,0.153166,93.5513
1,pi-,10.5315,0.116768,-2.54903,0.112621,450.95,0.797953,686.582
2,pi-,12.5575,-0.112992,17.1316,0.11528,1097.45,0.796799,685.309
2,mu+,10.8122,0.153258,-1.93367,-0.224453,1097.45,0.613123,573.275
1,pi-,0.983261,0.193287,-18.6919,-0.0953322,450.95,0.835956,734.93
3,pi-,-12.8296,0.0994765,-16.2605,-0.0844864,1769.95,0.579898,470.999
1,mu+,12.7411,0.153737,4.22746,0.0280032,450.95,0.713944,632.785
2,mu+,17.8518,-0.102136,-17.4697,-0.0768245,1097.45,0.594231,511.276
3,mu+,25.1373,0.0275559,3.7074,-0.122287,1769.95,0.555205,473.245
1,pi+,6.04156,0.0909448,6.00717,0.00387949,450.95,0.191087,113.965
1,mu-,10.5221,-0.196753,8.97621,0.150087,450.95,0.8333,770.007
2,mu-,-15.8317,-0.171317,10.7316,-0.155289,1097.45,0.787584,721.939
1,pi+,-4.20091,0.0579742,16.787,0.165686,450.95,0.687614,583.69
2,pi+,15.9956,-0.0546686,-1.47746,-0.163857,1097.45,0.62223,521.101
3,mu+,10.6389,0.0709354,12.343,-0.126509,1769.95,0.503446,428.811
1,pi+,1.55068,0.181203,17.2302,0.238582,450.95,0.6554,594.449
2,pi+,-1.52386,-0.247021,-10.9558,-0.0216343,1097.45,0.568684,496.33
1,mu-,13.5638,0.0134771,5.30291,0.156275,450.95,1.01547,927.269
2,mu-,22.073,0.0264429,3.716,0.154288,1097.45,1.01424,926.016
3,mu-,-38.3211,-0.0326509,18.1926,-0.125897,1769.95,0.892423,802.36
1,pi+,11.8803,0.297957,3.02814,-0.220047,450.95,0.541348,531.053
1,pi+,-18.9459,-0.065052,4.35315,0.118813,450.95,0.423403,326.368
1,pi-,5.02866,0.0428656,-4.54718,-0.0236895,450.95,0.237661,140.36
2,pi-,15.66,0.0328643,-3.49618,0.0314573,1097.45,0.236776,139.02
3,mu-,13.1583,0.0151869,11.4775,0.00766805,1769.95,0.151397,79.7441
1,mu+,-4.27903,-0.119249,-12.6389,0.013274,450.95,1.03689,943.489
2,mu+,-3.05471,-0.122844,-19.3182,-0.00960211,1097.45,1.03534,942.323
3,mu+,-12.3416,0.111567,30.425,0.0257097,1769.95,0.958266,865.19
1,pi-,-5.57681,-0.00414151,-4.7075,-0.0845497,450.95,0.658112,538.483
2,pi-,5.67874,-0.00535548,-0.706391,0.0853603,1097.45,0.656685,537.209
3,pi-,-14.2314,0.0779103,-16.8612,-0.0102814,1769.95,0.636267,516.548
1,pi-,-8.40767,-0.053524,-12.9053,-0.292282,450.95,0.643163,582.532
2,pi-,11.7703,-0.170407,10.9811,0.20919,1097.45,0.5659,502.709
1,pi+,-6.44093,-0.0573095,-3.37479,-0.0128448,450.95,0.505301,387.931
2,pi+,-10.6918,-0.0559933,-9.62351,-0.0213953,1097.45,0.503915,386.741
3,pi+,-10.6778,-0.0507248,-10.9424,-0.0338853,1769.95,0.482953,366.833
1,pi+,-4.40155,-0.0193666,-10.221,-0.0310898,450.95,0.115223,45.0855
2,pi-,-7.45369,-0.060885,-23.5158,-0.151261,1097.45,0.540454,441.943
3,pi-,-15.903,0.0167561,-37.0668,-0.132399,1769.95,0.412435,315.834
1,pi+,4.78027,-0.0360745,-6.47881,0.213397,450.95,0.40214,337.961
3,mu+,19.3475,-0.0126317,-28.0223,-0.0661294,1769.95,0.138518,81.1127
1,pi+,9.4353,-0.1367,-14.2313,-0.461204,450.95,1.27732,1232.44
1,pi-,-3.0435,-0.225288,11.9121,-0.0345224,450.95,2.19923,2075.84
3,pi+,24.4149,0.0196211,22.5134,-0.103077,1769.95,0.185907,115.481
1,pi-,-12.915,-0.0990854,-7.80073,-0.235478,450.95,1.86184,1744.89
3,pi-,-61.0897,-0.0272847,-6.59061,-0.218057,1769.95,0.85632,755.448
1,pi+,13.3249,0.00538489,5.18105,-0.162181,450.95,0.205402,157.08
1,pi+,-6.59972,-0.12239,2.57414,0.104425,450.95,1.2603,1138.6
2,pi+,11.4037,-0.130887,-8.874,-0.0903599,1097.45,1.23227,1110.74
3,pi+,-11.2744,-0.057275,-50.1906,-0.081075,1769.95,1.12503,998.417
1,pi+,-9.3628,0.25858,9.26376,0.48236,450.95,1.01501,1022
1,pi+,-9.58073,0.0728022,16.8854,0.102506,450.95,0.530352,423.067
1,pi-,-8.23274,-0.263438,3.88123,-0.104616,450.95,1.77929,1667.55
1,pi-,-5.408,0.010093,-12.3864,-0.0429554,450.95,0.125683,53.3626
2,mu-,13.3668,0.0342984,-11.906,0.0155416,1097.45,0.0969492,42.6005
3,mu-,18.5954,0.0314524,-10.6019,-0.0137597,1769.95,0.0940652,39.9112
1,mu+,6.78631,0.0606701,-10.6819,-0.127173,450.95,0.189412,152.981
1,pi+,4.06866,-0.00640204,-0.874532,-0.0505812,450.95,0.556281,436.213
2,pi+,7.72642,0.0465433,1.4228,-0.0205454,1097.45,0.555091,435.055
3,pi+,0.614443,0.0458236,1.63751,0.0245877,1769.95,0.553719,433.831
2,pi-,-0.314952,-0.0865978,24.2152,0.145172,1097.45,0.170826,138.343
2,pi-,1.04748,0.0553169,28.9223,0.0299206,1097.5,-0.0605533,25.0555
1,pi+,-7.5201,-0.078603,-4.91178,0.0248167,450.95,0.3095,209.806
2,mu+,-4.20969,0.0465962,8.78022,0.0228271,1097.45,0.176339,106.359
3,mu+,-7.07117,-0.0441007,-4.9834,0.0321282,1769.95,0.173444,104.636
1,pi+,8.02098,0.115137,3.26135,-0.0312049,450.95,1.10751,983.055
2,pi+,1.30111,0.110265,10.2898,0.0419588,1097.45,1.10649,981.908
3,pi+,32.799,-0.0575464,-31.0536,-0.0806809,1769.95,1.04477,919.132
1,pi-,-5.20401,-0.0689206,8.28867,0.0387786,450.95,0.95864,832.399
2,pi-,-5.93238,-0.074461,12.5015,0.0168326,1097.45,0.95741,830.967
3,pi-,-13.9603,0.0741458,-19.6112,-0.0209869,1769.95,0.95559,829.228
1,mu+,18.3056,0.148357,-1.22643,-0.0588078,450.95,0.492569,422.788
3,mu+,19.3349,-0.0365252,-44.608,-0.0325015,1769.95,0.150624,84.714
1,pi-,-3.22292,-0.0474053,3.09751,-0.00282901,450.95,0.671469,547.893
2,pi-,-3.00921,0.0307508,-2.63401,0.00244897,1097.45,0.671199,546.68
3,pi-,-9.4436,-0.00658676,5.03761,-0.0287935,1769.95,0.669808,545.262
1,pi+,-10.9768,-0.0388808,-7.81859,0.0409284,450.95,0.221107,127.927
2,mu+,-4.0494,0.0415768,-4.79736,-0.036443,1097.45,0.220942,145.411
3,mu+,-4.10872,-0.0302464,-27.9786,-0.037706,1769.95,0.204178,129.264
1,pi+,-12.5277,-0.114641,-9.63255,-0.0777016,450.95,0.651519,540.971
2,mu+,-15.0173,-0.0320544,5.16147,0.173952,1097.45,0.235377,207.156
3,mu+,49.7445,0.0942523,46.9437,-0.0465613,1769.95,0.13127,92.954
1,pi-,13.0813,0.125211,-3.49012,-0.0062251,450.95,0.302198,216.126
2,pi-,10.2564,0.0165038,-8.62641,-0.0990545,1097.45,0.237,153.232
3,pi-,49.6277,0.025578,-10.5657,0.0393244,1769.95,0.111488,45.1148
1,mu+,-2.88527,-0.0665025,-10.7251,-0.0953651,450.95,0.19847,147.465
1,pi+,-6.4277,0.0381524,8.31567,0.0734774,450.95,0.335278,232.915
2,pi+,-4.27931,0.0279099,20.0579,0.0746022,1097.45,0.334208,231.266
3,pi+,12.7717,-0.101616,-19.8604,-0.0689152,1769.95,0.233908,159.207
