Step,X_mm,Y_mm,Z_mm,R_mm,Bx_Tesla,By_Tesla,Bz_Tesla,B_magnitude_Tesla,Particle,Volume,TrackID
792230,-707.5381,64.8080,10179.3625,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1544
792275,-12.5383,710.3894,10170.4029,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,1619
792360,124.3512,699.5334,9868.8614,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1603
792440,-626.0842,-358.0785,10584.6373,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1697
792490,621.7135,365.6145,10599.4681,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1737
792710,366.1984,608.8587,12347.5147,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,anti_nu_e,Solenoid_1_FieldVolume,1861
792740,138.0578,108.6576,12240.5000,175.6885,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1584
792760,321.2387,-645.7610,10513.4036,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1196
792830,-713.5558,-269.4916,2178.8531,762.7500,0.00000000,0.00000000,11.10988284,11.10988284,gamma,Solenoid_1_FieldVolume,1906
792945,33.5105,-16.7137,2630.0000,37.4474,0.00000000,0.00000000,11.10988284,11.10988284,e-,Solenoid_1_FieldVolume,1930
792950,32.1135,-44.4187,2630.0000,54.8115,0.00000000,0.00000000,11.10988284,11.10988284,pi+,Solenoid_1_FieldVolume,13
793215,-612.7275,-567.2654,609.7591,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,8
793260,418.9814,692.3508,100.0000,809.2559,0.00000000,0.00000000,24.07141282,24.07141282,nu_e,Solenoid_1_FieldVolume,2149
793495,458.9062,493.4428,1780.0000,673.8552,0.00000000,0.00000000,16.66482426,16.66482426,anti_nu_e,Solenoid_1_FieldVolume,2298
793595,415.5938,675.9616,1425.2250,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,nu_e,Solenoid_1_FieldVolume,2354
793885,18.1700,-97.0323,930.0000,98.7188,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2486
793890,138.4660,-739.1422,5106.5961,752.0000,0.00000000,0.00000000,9.25823570,9.25823570,gamma,Solenoid_1_FieldVolume,2486
793905,215.9033,-186.4822,5310.5000,285.2891,0.00000000,0.00000000,9.25823570,9.25823570,gamma,Solenoid_1_FieldVolume,2515
793960,-51.1130,52.1924,930.0000,73.0520,0.00000000,0.00000000,24.07141282,24.07141282,e+,Solenoid_1_FieldVolume,2543
793965,-48.9719,41.2135,930.0000,64.0062,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,2542
793970,-614.5079,-20.4447,930.0000,614.8479,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2540
794050,-65.9388,437.8090,3480.0000,442.7467,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,2585
794065,572.6045,438.5494,5853.5630,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2599
794110,828.9733,-100.1413,531.8863,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,4
794365,-21.2667,59.2602,100.0000,62.9606,0.00000000,0.00000000,24.07141282,24.07141282,pi-,Solenoid_1_FieldVolume,3
794480,-314.4068,-765.2257,-1600.0000,827.2980,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,2792
794490,192.5250,-15.8312,2630.0000,193.1748,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,2
794495,-19.9642,497.9092,7010.0000,498.3093,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,2
794500,570.6648,-425.8524,10845.5000,712.0454,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,2
794505,722.3914,-418.7787,-967.0315,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,19
795700,103.8775,828.5134,405.5780,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,645
795775,-637.7260,-418.4413,2408.9530,762.7500,0.00000000,0.00000000,11.10988284,11.10988284,gamma,Solenoid_1_FieldVolume,736
795855,-14.3691,-144.4686,3480.0000,145.1814,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,15
795860,-325.4758,141.4524,7860.0000,354.8849,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,15
795885,-321.9095,-625.3340,986.9717,703.3266,0.00000000,0.00000000,16.66482426,16.66482426,gamma,Solenoid_1_FieldVolume,779
795890,-336.3369,-678.8809,2563.9121,757.6291,0.00000000,0.00000000,11.10988284,11.10988284,e+,Solenoid_1_FieldVolume,781
795940,-312.6196,-662.0112,2630.0000,732.1133,0.00000000,0.00000000,11.10988284,11.10988284,e-,Solenoid_1_FieldVolume,780
795945,10.1875,-3.1013,930.0000,10.6491,0.00000000,0.00000000,24.07141282,24.07141282,e+,Solenoid_1_FieldVolume,811
795950,37.7435,21.0764,930.0000,43.2295,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,810
795955,-44.0927,-79.4243,930.0000,90.8426,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,13
795960,298.8422,108.0608,5310.5000,317.7795,0.00000000,0.00000000,9.25823570,9.25823570,proton,Solenoid_1_FieldVolume,13
795965,-372.8601,-177.1020,9560.0000,412.7830,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,13
795970,-447.1021,552.1865,12304.1103,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,13
796000,-43.6858,256.6743,13090.0000,260.3654,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,821
796010,-57.7473,-21.0613,2937.9836,61.4681,0.00000000,0.00000000,7.40658856,7.40658856,C13,Solenoid_1_FieldVolume,863
796015,-55.5392,-21.1717,2938.7524,59.4378,0.00000000,0.00000000,7.40658856,7.40658856,C13,Solenoid_1_FieldVolume,863
796020,-55.3194,-21.3180,2938.8202,59.2848,0.00000000,0.00000000,7.40658856,7.40658856,C13,Solenoid_1_FieldVolume,863
796045,-54.7719,-19.8826,2915.4294,58.2690,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,861
796050,-52.1450,-21.1647,2899.4319,56.2765,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,861
796055,-52.1314,-22.0852,2894.0976,56.6166,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,861
796060,-52.6808,-22.4024,2892.6413,57.2463,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,861
796065,72.7127,195.8209,7010.0000,208.8851,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,860
796070,-17.5004,-446.7305,10845.5000,447.0732,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,860
796080,-316.8329,-3.2251,1780.0000,316.8493,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,11
797410,-1.9454,-39.3308,3915.5000,39.3789,0.00000000,0.00000000,11.10988284,11.10988284,pi+,Solenoid_1_FieldVolume,8
797415,-59.9979,80.8465,5969.1423,100.6772,0.00000000,0.00000000,3.70329428,3.70329428,N15,Solenoid_1_FieldVolume,1647
797420,-57.2418,80.8637,5971.9173,99.0736,0.00000000,0.00000000,3.70329428,3.70329428,N15,Solenoid_1_FieldVolume,1647
797425,-55.6898,80.4635,5973.4866,97.8557,0.00000000,0.00000000,3.70329428,3.70329428,N15,Solenoid_1_FieldVolume,1647
797460,210.8134,-99.6419,9560.0000,233.1755,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,1642
798015,-65.8474,368.7745,930.0000,374.6071,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,1706
798610,65.9883,790.7514,1599.6360,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,1705
799085,20.1521,-57.4762,100.0000,60.9067,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1702
799090,174.2268,-104.3264,2630.0000,203.0738,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,6
799095,25.2188,65.6244,2630.0000,70.3033,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,5
799100,173.6839,-62.8133,7010.0000,184.6933,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,5
799105,-111.9801,235.3096,10845.5000,260.5958,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,5
799110,-450.6891,-164.2727,15640.0000,479.6939,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,5
799115,-1.3619,-6.6017,1780.0000,6.7407,0.00000000,0.00000000,16.66482426,16.66482426,pi+,Solenoid_1_FieldVolume,4
799120,3.4843,60.0510,6160.0000,60.1520,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,4
799125,-107.2027,43.6632,10410.0000,115.7536,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,4
799130,63.5446,59.3531,14790.0000,86.9523,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,4
799135,-25.6647,-44.4358,100.0000,51.3149,0.00000000,0.00000000,24.07141282,24.07141282,pi+,Solenoid_1_FieldVolume,3
799140,-465.8361,125.3353,2630.0000,482.4026,0.00000000,0.00000000,11.10988284,11.10988284,neutron,Solenoid_1_FieldVolume,2
799145,0.0000,0.0000,80.0000,0.0000,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
799150,5.8574,3.1815,3915.5000,6.6657,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,1
799155,14.9600,-0.5996,8710.0000,14.9720,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
799160,20.3144,-8.2144,13090.0000,21.9124,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
799165,23.4357,-16.7801,17340.0000,28.8237,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
799170,23.3135,-8.8545,2630.0000,24.9383,0.00000000,0.00000000,11.10988284,11.10988284,pi+,Solenoid_1_FieldVolume,14
799175,-310.2390,-366.1962,7010.0000,479.9457,0.00000000,0.00000000,3.70329428,3.70329428,mu+,Solenoid_1_FieldVolume,22
799180,-271.2237,-342.9674,10845.5000,437.2516,0.00000000,0.00000000,3.70329428,3.70329428,mu+,Solenoid_1_FieldVolume,22
799185,81.3386,254.0041,930.0000,266.7097,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,24
799305,195.4127,769.0618,1190.3351,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,gamma,Solenoid_1_FieldVolume,23
799365,28.7545,-6.1468,3915.5000,29.4042,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,12
799370,-362.5084,-161.1108,8710.0000,396.6976,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,12
799375,-29.3216,566.0054,12240.5000,566.7644,0.00000000,0.00000000,1.85164714,1.85164714,mu-,Solenoid_1_FieldVolume,116
799385,-5.7748,-14.4810,930.0000,15.5900,0.00000000,0.00000000,24.07141282,24.07141282,pi+,Solenoid_1_FieldVolume,11
799390,389.4645,-116.4099,5310.5000,406.4897,0.00000000,0.00000000,9.25823570,9.25823570,pi+,Solenoid_1_FieldVolume,11
799395,491.4154,203.3186,9560.0000,531.8153,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,11
799590,-410.4066,-579.9799,9734.3088,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,154
799790,710.9252,-69.8110,10430.5000,714.3446,0.00000000,0.00000000,3.70329428,3.70329428,neutron,Solenoid_1_FieldVolume,146
799845,-792.6399,143.0052,930.0000,805.4368,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,357
800015,-305.4300,8.1275,1780.0000,305.5382,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,8
800020,-744.1620,19.8069,3915.5000,744.4255,0.00000000,0.00000000,11.10988284,11.10988284,neutron,Solenoid_1_FieldVolume,8
800025,-3.4488,9.4217,3915.5000,10.0331,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,7
800030,-15.5596,-63.3983,8710.0000,65.2798,0.00000000,0.00000000,1.85164714,1.85164714,mu-,Solenoid_1_FieldVolume,445
800035,78.7514,-53.4773,13090.0000,95.1925,0.00000000,0.00000000,1.85164714,1.85164714,mu-,Solenoid_1_FieldVolume,445
800040,27.0054,-93.0856,17340.0000,96.9238,0.00000000,0.00000000,1.85164714,1.85164714,mu-,Solenoid_1_FieldVolume,445
800045,684.1967,-478.6438,652.3315,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,452
800245,28.9734,-27.3568,930.0000,39.8478,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,447
800250,-432.4864,123.6216,5310.5000,449.8075,0.00000000,0.00000000,9.25823570,9.25823570,proton,Solenoid_1_FieldVolume,447
800255,-569.1815,-425.2560,9387.9689,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,447
800270,65.1514,224.0268,930.0000,233.3081,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,556
800330,19.3668,49.6987,3480.0000,53.3389,0.00000000,0.00000000,7.40658856,7.40658856,e+,Solenoid_1_FieldVolume,583
800335,51.9565,198.4167,7860.0000,205.1065,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,583
800340,138.6557,137.9481,12240.5000,195.5891,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,583
800345,145.8261,180.3248,16490.0000,231.9101,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,583
800350,-415.0234,467.5319,3480.0000,625.1644,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,584
800355,-10.3867,7.7599,1780.0000,12.9653,0.00000000,0.00000000,16.66482426,16.66482426,e-,Solenoid_1_FieldVolume,582
800360,-40.3831,78.2777,6160.0000,88.0806,0.00000000,0.00000000,3.70329428,3.70329428,e-,Solenoid_1_FieldVolume,582
800365,-40.7692,65.2533,9560.0000,76.9423,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,582
800370,-48.9308,146.7164,13940.0000,154.6607,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,582
800375,-40.2414,150.5618,17660.9375,155.8468,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,582
800380,60.9919,266.7938,10845.5000,273.6767,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,611
800395,15.0360,-152.9720,930.0000,153.7091,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,4
800515,-534.5312,513.9053,3401.5585,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,nu_e,Solenoid_1_FieldVolume,686
800985,15.7119,-415.5410,3500.5000,415.8379,0.00000000,0.00000000,11.10988284,11.10988284,gamma,Solenoid_1_FieldVolume,914
802250,320.0727,-33.8146,100.0000,321.8539,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1567
802975,-22.4698,-2.3534,1780.0000,22.5927,0.00000000,0.00000000,16.66482426,16.66482426,pi-,Solenoid_1_FieldVolume,3
802980,785.3507,-113.4307,1710.2522,793.5000,0.00000000,0.00000000,16.66482426,16.66482426,gamma,Solenoid_1_FieldVolume,2062
803005,23.1118,-7.3669,3915.5000,24.2575,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,2060
803010,-220.6891,416.7292,8710.0000,471.5579,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,2060
803015,-620.2375,-346.5770,13014.8772,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,2060
803035,-232.7671,522.2339,-750.0000,571.7593,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,21
803045,-209.2229,-808.3630,-281.7589,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,20
803150,-356.1899,755.2177,-1429.8022,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,82
803165,459.0233,319.7273,1780.0000,559.3996,0.00000000,0.00000000,16.66482426,16.66482426,neutron,Solenoid_1_FieldVolume,81
803330,282.0926,-278.6305,2630.0000,396.4986,0.00000000,0.00000000,11.10988284,11.10988284,nu_e,Solenoid_1_FieldVolume,191
803360,536.4590,501.8951,2630.0000,734.6339,0.00000000,0.00000000,11.10988284,11.10988284,neutron,Solenoid_1_FieldVolume,186
803655,484.4330,526.7359,2630.0000,715.6298,0.00000000,0.00000000,11.10988284,11.10988284,gamma,Solenoid_1_FieldVolume,338
803680,506.8006,525.6263,2630.0000,730.1574,0.00000000,0.00000000,11.10988284,11.10988284,gamma,Solenoid_1_FieldVolume,390
803840,683.0027,339.5511,3677.3506,762.7500,0.00000000,0.00000000,11.10988284,11.10988284,nu_e,Solenoid_1_FieldVolume,461
804040,486.5590,-587.4078,2478.4462,762.7500,0.00000000,0.00000000,11.10988284,11.10988284,gamma,Solenoid_1_FieldVolume,586
804060,540.5573,359.7067,3480.0000,649.3005,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,554
804985,-42.6098,118.8603,100.0000,126.2671,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1161
804995,12.7802,-164.5364,930.0000,165.0320,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,1160
805060,127.4034,-399.8608,930.0000,419.6668,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,12
805550,-420.7238,-342.9420,100.0000,542.7870,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1480
805610,107.5980,-21.9122,2050.9581,109.8066,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,1477
805620,20.2206,31.3110,930.0000,37.2727,0.00000000,0.00000000,24.07141282,24.07141282,pi+,Solenoid_1_FieldVolume,7
805625,383.8485,504.1949,5310.5000,633.6815,0.00000000,0.00000000,9.25823570,9.25823570,pi+,Solenoid_1_FieldVolume,7
805630,-114.4280,454.5186,8710.0000,468.7013,0.00000000,0.00000000,1.85164714,1.85164714,mu+,Solenoid_1_FieldVolume,1523
805635,111.9250,-140.9857,7860.0000,180.0116,0.00000000,0.00000000,3.70329428,3.70329428,nu_mu,Solenoid_1_FieldVolume,1522
806580,-106.3607,-5.8883,2630.0000,106.5236,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,5
806610,-40.2337,33.3599,1780.0000,52.2651,0.00000000,0.00000000,16.66482426,16.66482426,pi+,Solenoid_1_FieldVolume,4
806615,-98.2337,-159.2439,6160.0000,187.1055,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,4
806620,-292.3386,78.5986,10410.0000,302.7204,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,4
806625,-167.9301,388.8224,14790.0000,423.5368,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,4
806630,-34.3025,-55.9905,930.0000,65.6628,0.00000000,0.00000000,24.07141282,24.07141282,pi+,Solenoid_1_FieldVolume,3
806635,-772.1026,-317.9348,802.6214,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2103
806655,-804.8397,-222.3917,715.8710,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,2101
807145,-56.4910,34.5181,2630.0000,66.2022,0.00000000,0.00000000,11.10988284,11.10988284,e+,Solenoid_1_FieldVolume,2394
807150,64.4151,-282.4771,6160.0000,289.7286,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,2394
807155,77.2921,-286.5959,10410.0000,296.8355,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,2394
807160,200.9363,-583.1143,14790.0000,616.7639,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,2394
807165,-57.7560,-416.0400,6160.0000,420.0298,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2395
807185,-43.2727,37.3479,2630.0000,57.1611,0.00000000,0.00000000,11.10988284,11.10988284,e-,Solenoid_1_FieldVolume,2393
807190,36.6784,-307.6553,7010.0000,309.8340,0.00000000,0.00000000,3.70329428,3.70329428,e-,Solenoid_1_FieldVolume,2393
807195,71.6805,-293.6119,10845.5000,302.2351,0.00000000,0.00000000,3.70329428,3.70329428,e-,Solenoid_1_FieldVolume,2393
807200,326.8352,-125.8623,15640.0000,350.2322,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,2393
807255,336.9530,420.8230,930.0000,539.1005,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2494
807265,-49.7383,-4.6250,3480.0000,49.9529,0.00000000,0.00000000,7.40658856,7.40658856,e+,Solenoid_1_FieldVolume,2514
807270,20.0545,534.7634,7860.0000,535.1393,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,2514
807275,-131.3987,-155.4819,100.0000,203.5688,0.00000000,0.00000000,24.07141282,24.07141282,nu_e,Solenoid_1_FieldVolume,2513
807340,628.3006,-549.9667,279.0319,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,2567
807390,-100.6029,828.9174,-1090.5553,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,2565
807790,-67.3288,32.0970,100.0000,74.5881,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,2487
807795,-77.6621,-46.6664,2630.0000,90.6044,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,2486
807800,-193.3398,-10.1962,7010.0000,193.6085,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,2486
807805,54.8592,-79.5809,10845.5000,96.6574,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,2486
807810,-129.2945,169.4986,15640.0000,213.1827,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,2486
807815,-2.4717,1.9434,930.0000,3.1443,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
807820,0.2469,16.9892,5310.5000,16.9910,0.00000000,0.00000000,9.25823570,9.25823570,proton,Solenoid_1_FieldVolume,1
807825,12.4995,26.3855,9560.0000,29.1965,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
807830,27.5985,32.5259,13940.0000,42.6569,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
807835,42.7390,34.6653,18190.0000,55.0301,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
807840,0.0570,4.9261,3480.0000,4.9264,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,1
807845,6.5384,9.5293,7860.0000,11.5567,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
807850,15.1550,11.4138,12240.5000,18.9723,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
807855,24.7625,11.2177,16490.0000,27.1849,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
807860,0.6639,-4.1890,1780.0000,4.2413,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,1
807865,-9.6002,-13.0045,6160.0000,16.1642,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
807870,-23.5111,-14.2955,10410.0000,27.5161,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
807875,-38.7136,-11.9625,14790.0000,40.5196,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
807880,0.0000,0.0000,80.0000,0.0000,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
807885,2.6003,12.6901,3915.5000,12.9538,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,1
807890,15.8151,20.6552,7860.0000,26.0145,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,1
807895,33.0974,23.1497,12240.5000,40.3899,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
807900,50.9654,21.6809,16490.0000,55.3854,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
807905,11.1329,-0.7422,7010.0000,11.1577,0.00000000,0.00000000,3.70329428,3.70329428,e-,Solenoid_1_FieldVolume,2
807910,-3.9099,-36.4425,10410.0000,36.6517,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,2
807915,381.7792,599.2119,9534.5719,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,121
807930,496.6669,671.2280,-146.9494,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,25
808375,-11.4381,70.8334,80.0000,71.7510,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,259
808430,-103.8979,-828.5109,-260.2419,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,anti_nu_e,Solenoid_1_FieldVolume,316
808565,-114.7290,732.0480,930.0000,740.9838,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,292
808585,-105.6004,-828.2956,-289.4476,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,291
808610,-647.7201,526.9570,703.7344,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,424
808635,-651.6744,522.0589,439.3312,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,420
